,# Layer,Setting,Accuracy
64,3,NF-retrain,0.6365313653136532
65,3,NF-ours,0.6586715867158671
66,4,RI-original,0.8007380073800738
67,4,RI-retrain,0.4132841328413284
68,4,RI-ours,0.7730627306273062
69,4,NF-original,0.7656826568265682
70,4,NF-retrain,0.6900369003690037
71,4,NF-ours,0.7472324723247232
72,1,RI-original,0.8284132841328413
73,1,RI-retrain,0.8431734317343174
74,1,RI-ours,0.8247232472324724
75,1,NF-original,0.8413284132841329
76,1,NF-retrain,0.8007380073800738
77,1,NF-ours,0.8247232472324724
78,2,RI-original,0.7988929889298892
79,2,RI-retrain,0.8394833948339483
80,2,RI-ours,0.7822878228782287
81,2,NF-original,0.7490774907749077
82,2,NF-retrain,0.6974169741697417
83,2,NF-ours,0.7601476014760148
84,3,RI-original,0.7988929889298892
85,3,RI-retrain,0.7841328413284133
86,3,RI-ours,0.7859778597785978
87,3,NF-original,0.33579335793357934
88,3,NF-retrain,0.8339483394833949
89,3,NF-ours,0.3339483394833948
90,4,RI-original,0.5608856088560885
91,4,RI-retrain,0.6476014760147601
92,4,RI-ours,0.5424354243542435
93,4,NF-original,0.6642066420664207
94,4,NF-retrain,0.5055350553505535
95,4,NF-ours,0.6236162361623616
96,1,RI-original,0.7712177121771218
97,1,RI-retrain,0.8210332103321033
98,1,RI-ours,0.7749077490774908
99,1,NF-original,0.8321033210332104
100,1,NF-retrain,0.7915129151291513
101,1,NF-ours,0.7878228782287823
102,2,RI-original,0.584870848708487
103,2,RI-retrain,0.8339483394833949
104,2,RI-ours,0.5793357933579336
105,2,NF-original,0.8136531365313653
106,2,NF-retrain,0.7675276752767528
107,2,NF-ours,0.8210332103321033
108,3,RI-original,0.7066420664206642
109,3,RI-retrain,0.5811808118081181
110,3,RI-ours,0.6697416974169742
111,3,NF-original,0.8191881918819188
112,3,NF-retrain,0.46494464944649444
113,3,NF-ours,0.7730627306273062
114,4,RI-original,0.7269372693726938
115,4,RI-retrain,0.7029520295202952
116,4,RI-ours,0.6365313653136532
117,4,NF-original,0.6309963099630996
118,4,NF-retrain,0.5276752767527675
119,4,NF-ours,0.551660516605166
120,1,RI-original,0.8191881918819188
121,1,RI-retrain,0.8247232472324724
122,1,RI-ours,0.8210332103321033
123,1,NF-original,0.8450184501845018
124,1,NF-retrain,0.8118081180811808
125,1,NF-ours,0.8357933579335793
126,2,RI-original,0.7952029520295203
127,2,RI-retrain,0.7952029520295203
128,2,RI-ours,0.7583025830258303
129,2,NF-original,0.8210332103321033
130,2,NF-retrain,0.8247232472324724
131,2,NF-ours,0.8044280442804428
132,3,RI-original,0.7712177121771218
133,3,RI-retrain,0.5166051660516605
134,3,RI-ours,0.6734317343173432
135,3,NF-original,0.7509225092250923
136,3,NF-retrain,0.3874538745387454
137,3,NF-ours,0.6697416974169742
138,4,RI-original,0.8136531365313653
139,4,RI-retrain,0.5756457564575646
140,4,RI-ours,0.7749077490774908
141,4,NF-original,0.7472324723247232
142,4,NF-retrain,0.7896678966789668
143,4,NF-ours,0.6955719557195572
144,1,RI-original,0.8173431734317343
145,1,RI-retrain,0.7859778597785978
146,1,RI-ours,0.8191881918819188
147,1,NF-original,0.7859778597785978
148,1,NF-retrain,0.8284132841328413
149,1,NF-ours,0.7416974169741697
150,2,RI-original,0.8081180811808119
151,2,RI-retrain,0.8247232472324724
152,2,RI-ours,0.7878228782287823
153,2,NF-original,0.8376383763837638
154,2,NF-retrain,0.7952029520295203
155,2,NF-ours,0.8228782287822878
156,3,RI-original,0.7896678966789668
157,3,RI-retrain,0.6642066420664207
158,3,RI-ours,0.7822878228782287
159,3,NF-original,0.7730627306273062
160,3,NF-retrain,0.7730627306273062
161,3,NF-ours,0.7269372693726938
162,4,RI-original,0.8081180811808119
163,4,RI-retrain,0.7656826568265682
164,4,RI-ours,0.7785977859778598
165,4,NF-original,0.7416974169741697
166,4,NF-retrain,0.4261992619926199
167,4,NF-ours,0.7269372693726938
168,1,RI-original,0.8302583025830258
169,1,RI-retrain,0.8247232472324724
170,1,RI-ours,0.8247232472324724
171,1,NF-original,0.8321033210332104
172,1,NF-retrain,0.7988929889298892
173,1,NF-ours,0.7804428044280443
174,2,RI-original,0.8228782287822878
175,2,RI-retrain,0.8007380073800738
176,2,RI-ours,0.7767527675276753
177,2,NF-original,0.8081180811808119
178,2,NF-retrain,0.6420664206642066
179,2,NF-ours,0.7988929889298892
180,3,RI-original,0.4059040590405904
181,3,RI-retrain,0.7693726937269373
182,3,RI-ours,0.36900369003690037
183,3,NF-original,0.6254612546125461
184,3,NF-retrain,0.6494464944649446
185,3,NF-ours,0.6070110701107011
186,4,RI-original,0.7933579335793358
187,4,RI-retrain,0.2730627306273063
188,4,RI-ours,0.7453874538745388
189,4,NF-original,0.6863468634686347
190,4,NF-retrain,0.7509225092250923
191,4,NF-ours,0.5350553505535055
192,1,RI-original,0.8247232472324724
193,1,RI-retrain,0.8247232472324724
194,1,RI-ours,0.8173431734317343
195,1,NF-original,0.8357933579335793
196,1,NF-retrain,0.8228782287822878
197,1,NF-ours,0.8339483394833949
198,2,RI-original,0.8062730627306273
199,2,RI-retrain,0.8099630996309963
200,2,RI-ours,0.7767527675276753
201,2,NF-original,0.7749077490774908
202,2,NF-retrain,0.7472324723247232
203,2,NF-ours,0.7730627306273062
204,3,RI-original,0.6254612546125461
205,3,RI-retrain,0.7693726937269373
206,3,RI-ours,0.6402214022140221
207,3,NF-original,0.48154981549815495
208,3,NF-retrain,0.7970479704797048
209,3,NF-ours,0.4317343173431734
210,4,RI-original,0.6273062730627307
211,4,RI-retrain,0.5682656826568265
212,4,RI-ours,0.5867158671586716
213,4,NF-original,0.8136531365313653
214,4,NF-retrain,0.6494464944649446
215,4,NF-ours,0.7564575645756457
216,1,RI-original,0.8376383763837638
217,1,RI-retrain,0.7988929889298892
218,1,RI-ours,0.8302583025830258
219,1,NF-original,0.8357933579335793
220,1,NF-retrain,0.8284132841328413
221,1,NF-ours,0.8118081180811808
222,2,RI-original,0.8302583025830258
223,2,RI-retrain,0.8154981549815498
224,2,RI-ours,0.8284132841328413
225,2,NF-original,0.6291512915129152
226,2,NF-retrain,0.7306273062730627
227,2,NF-ours,0.6125461254612546
228,3,RI-original,0.5830258302583026
229,3,RI-retrain,0.6642066420664207
230,3,RI-ours,0.5645756457564576
231,3,NF-original,0.7693726937269373
232,3,NF-retrain,0.7250922509225092
233,3,NF-ours,0.7306273062730627
234,4,RI-original,0.7343173431734318
235,4,RI-retrain,0.511070110701107
236,4,RI-ours,0.7066420664206642
237,4,NF-original,0.4944649446494465
238,4,NF-retrain,0.4003690036900369
239,4,NF-ours,0.46863468634686345
