,# Layer,Setting,Accuracy
58,5,NF-retrain,0.6476014760147601
59,5,NF-ours,0.7564575645756457
60,1,RI-original,0.8450184501845018
61,1,RI-retrain,0.8284132841328413
62,1,RI-ours,0.8431734317343174
63,1,NF-original,0.8431734317343174
64,1,NF-retrain,0.8284132841328413
65,1,NF-ours,0.8025830258302583
66,2,RI-original,0.8321033210332104
67,2,RI-retrain,0.8044280442804428
68,2,RI-ours,0.8265682656826568
69,2,NF-original,0.8357933579335793
70,2,NF-retrain,0.8265682656826568
71,2,NF-ours,0.8284132841328413
72,3,RI-original,0.8339483394833949
73,3,RI-retrain,0.7988929889298892
74,3,RI-ours,0.8247232472324724
75,3,NF-original,0.8228782287822878
76,3,NF-retrain,0.8191881918819188
77,3,NF-ours,0.8081180811808119
78,4,RI-original,0.8468634686346863
79,4,RI-retrain,0.7804428044280443
80,4,RI-ours,0.8118081180811808
81,4,NF-original,0.8302583025830258
82,4,NF-retrain,0.7730627306273062
83,4,NF-ours,0.8081180811808119
84,5,RI-original,0.7343173431734318
85,5,RI-retrain,0.8284132841328413
86,5,RI-ours,0.7047970479704797
87,5,NF-original,0.8210332103321033
88,5,NF-retrain,0.8007380073800738
89,5,NF-ours,0.7859778597785978
90,1,RI-original,0.8523985239852399
91,1,RI-retrain,0.8228782287822878
92,1,RI-ours,0.8468634686346863
93,1,NF-original,0.8376383763837638
94,1,NF-retrain,0.8173431734317343
95,1,NF-ours,0.8321033210332104
96,2,RI-original,0.8247232472324724
97,2,RI-retrain,0.8357933579335793
98,2,RI-ours,0.8210332103321033
99,2,NF-original,0.8431734317343174
100,2,NF-retrain,0.8431734317343174
101,2,NF-ours,0.8302583025830258
102,3,RI-original,0.8394833948339483
103,3,RI-retrain,0.8136531365313653
104,3,RI-ours,0.8247232472324724
105,3,NF-original,0.8339483394833949
106,3,NF-retrain,0.8321033210332104
107,3,NF-ours,0.8173431734317343
108,4,RI-original,0.7952029520295203
109,4,RI-retrain,0.8118081180811808
110,4,RI-ours,0.7269372693726938
111,4,NF-original,0.8210332103321033
112,4,NF-retrain,0.8228782287822878
113,4,NF-ours,0.7564575645756457
114,5,RI-original,0.7675276752767528
115,5,RI-retrain,0.8044280442804428
116,5,RI-ours,0.6291512915129152
117,5,NF-original,0.8376383763837638
118,5,NF-retrain,0.8265682656826568
119,5,NF-ours,0.7804428044280443
120,1,RI-original,0.8505535055350554
121,1,RI-retrain,0.8265682656826568
122,1,RI-ours,0.8321033210332104
123,1,NF-original,0.8450184501845018
124,1,NF-retrain,0.8265682656826568
125,1,NF-ours,0.8339483394833949
126,2,RI-original,0.8431734317343174
127,2,RI-retrain,0.8302583025830258
128,2,RI-ours,0.8302583025830258
129,2,NF-original,0.8357933579335793
130,2,NF-retrain,0.8468634686346863
131,2,NF-ours,0.8228782287822878
132,3,RI-original,0.8413284132841329
133,3,RI-retrain,0.8487084870848709
134,3,RI-ours,0.8394833948339483
135,3,NF-original,0.8579335793357934
136,3,NF-retrain,0.7730627306273062
137,3,NF-ours,0.8487084870848709
138,4,RI-original,0.8247232472324724
139,4,RI-retrain,0.7933579335793358
140,4,RI-ours,0.8025830258302583
141,4,NF-original,0.8173431734317343
142,4,NF-retrain,0.8210332103321033
143,4,NF-ours,0.7841328413284133
144,5,RI-original,0.8210332103321033
145,5,RI-retrain,0.6734317343173432
146,5,RI-ours,0.7859778597785978
147,5,NF-original,0.8191881918819188
148,5,NF-retrain,0.7177121771217713
149,5,NF-ours,0.6955719557195572
150,1,RI-original,0.8376383763837638
151,1,RI-retrain,0.8321033210332104
152,1,RI-ours,0.8357933579335793
153,1,NF-original,0.8431734317343174
154,1,NF-retrain,0.8339483394833949
155,1,NF-ours,0.8284132841328413
156,2,RI-original,0.8394833948339483
157,2,RI-retrain,0.8284132841328413
158,2,RI-ours,0.8284132841328413
159,2,NF-original,0.8376383763837638
160,2,NF-retrain,0.8357933579335793
161,2,NF-ours,0.8413284132841329
162,3,RI-original,0.7896678966789668
163,3,RI-retrain,0.8044280442804428
164,3,RI-ours,0.7804428044280443
165,3,NF-original,0.8191881918819188
166,3,NF-retrain,0.8099630996309963
167,3,NF-ours,0.8007380073800738
168,4,RI-original,0.8357933579335793
169,4,RI-retrain,0.8173431734317343
170,4,RI-ours,0.8136531365313653
171,4,NF-original,0.8210332103321033
172,4,NF-retrain,0.8081180811808119
173,4,NF-ours,0.8007380073800738
174,5,RI-original,0.8099630996309963
175,5,RI-retrain,0.7933579335793358
176,5,RI-ours,0.7693726937269373
177,5,NF-original,0.8007380073800738
178,5,NF-retrain,0.8321033210332104
179,5,NF-ours,0.6457564575645757
180,1,RI-original,0.8357933579335793
181,1,RI-retrain,0.8357933579335793
182,1,RI-ours,0.8247232472324724
183,1,NF-original,0.8450184501845018
184,1,NF-retrain,0.8228782287822878
185,1,NF-ours,0.8284132841328413
186,2,RI-original,0.8505535055350554
187,2,RI-retrain,0.8339483394833949
188,2,RI-ours,0.8468634686346863
189,2,NF-original,0.8376383763837638
190,2,NF-retrain,0.8413284132841329
191,2,NF-ours,0.8284132841328413
192,3,RI-original,0.7896678966789668
193,3,RI-retrain,0.8191881918819188
194,3,RI-ours,0.7804428044280443
195,3,NF-original,0.8247232472324724
196,3,NF-retrain,0.8284132841328413
197,3,NF-ours,0.8247232472324724
198,4,RI-original,0.8210332103321033
199,4,RI-retrain,0.7970479704797048
200,4,RI-ours,0.7730627306273062
201,4,NF-original,0.8247232472324724
202,4,NF-retrain,0.8265682656826568
203,4,NF-ours,0.7915129151291513
204,5,RI-original,0.7767527675276753
205,5,RI-retrain,0.8191881918819188
206,5,RI-ours,0.7527675276752768
207,5,NF-original,0.8302583025830258
208,5,NF-retrain,0.8099630996309963
209,5,NF-ours,0.7269372693726938
210,1,RI-original,0.8413284132841329
211,1,RI-retrain,0.8210332103321033
212,1,RI-ours,0.8044280442804428
213,1,NF-original,0.8376383763837638
214,1,NF-retrain,0.8118081180811808
215,1,NF-ours,0.8247232472324724
216,2,RI-original,0.8265682656826568
217,2,RI-retrain,0.8007380073800738
218,2,RI-ours,0.8247232472324724
219,2,NF-original,0.8376383763837638
220,2,NF-retrain,0.8081180811808119
221,2,NF-ours,0.8339483394833949
222,3,RI-original,0.8154981549815498
223,3,RI-retrain,0.8173431734317343
224,3,RI-ours,0.7693726937269373
225,3,NF-original,0.7988929889298892
226,3,NF-retrain,0.8321033210332104
227,3,NF-ours,0.8007380073800738
228,4,RI-original,0.8394833948339483
229,4,RI-retrain,0.8118081180811808
230,4,RI-ours,0.8062730627306273
231,4,NF-original,0.8394833948339483
232,4,NF-retrain,0.7878228782287823
233,4,NF-ours,0.7712177121771218
234,5,RI-original,0.8191881918819188
235,5,RI-retrain,0.7952029520295203
236,5,RI-ours,0.7859778597785978
237,5,NF-original,0.8376383763837638
238,5,NF-retrain,0.8136531365313653
239,5,NF-ours,0.7029520295202952
240,1,RI-original,0.8265682656826568
241,1,RI-retrain,0.8191881918819188
242,1,RI-ours,0.8247232472324724
243,1,NF-original,0.8431734317343174
244,1,NF-retrain,0.8247232472324724
245,1,NF-ours,0.8210332103321033
246,2,RI-original,0.8523985239852399
247,2,RI-retrain,0.8228782287822878
248,2,RI-ours,0.8431734317343174
249,2,NF-original,0.8431734317343174
250,2,NF-retrain,0.8210332103321033
251,2,NF-ours,0.8431734317343174
252,3,RI-original,0.8394833948339483
253,3,RI-retrain,0.8173431734317343
254,3,RI-ours,0.8118081180811808
255,3,NF-original,0.8505535055350554
256,3,NF-retrain,0.8044280442804428
257,3,NF-ours,0.8265682656826568
258,4,RI-original,0.8321033210332104
259,4,RI-retrain,0.7915129151291513
260,4,RI-ours,0.8191881918819188
261,4,NF-original,0.8357933579335793
262,4,NF-retrain,0.8136531365313653
263,4,NF-ours,0.8062730627306273
264,5,RI-original,0.8173431734317343
265,5,RI-retrain,0.8007380073800738
266,5,RI-ours,0.7564575645756457
267,5,NF-original,0.8357933579335793
268,5,NF-retrain,0.7601476014760148
269,5,NF-ours,0.5996309963099631
270,1,RI-original,0.8431734317343174
271,1,RI-retrain,0.8265682656826568
272,1,RI-ours,0.8357933579335793
273,1,NF-original,0.8394833948339483
274,1,NF-retrain,0.8265682656826568
275,1,NF-ours,0.7915129151291513
276,2,RI-original,0.8357933579335793
277,2,RI-retrain,0.8136531365313653
278,2,RI-ours,0.8302583025830258
279,2,NF-original,0.8431734317343174
280,2,NF-retrain,0.8062730627306273
281,2,NF-ours,0.8413284132841329
282,3,RI-original,0.8302583025830258
283,3,RI-retrain,0.8062730627306273
284,3,RI-ours,0.8357933579335793
285,3,NF-original,0.8431734317343174
286,3,NF-retrain,0.8007380073800738
287,3,NF-ours,0.8431734317343174
288,4,RI-original,0.8191881918819188
289,4,RI-retrain,0.7988929889298892
290,4,RI-ours,0.7988929889298892
291,4,NF-original,0.8505535055350554
292,4,NF-retrain,0.8118081180811808
293,4,NF-ours,0.7988929889298892
294,5,RI-original,0.8265682656826568
295,5,RI-retrain,0.7435424354243543
296,5,RI-ours,0.7509225092250923
297,5,NF-original,0.8284132841328413
298,5,NF-retrain,0.8191881918819188
299,5,NF-ours,0.7619926199261993
