,# Layer,Setting,Accuracy
278,2,RI-ours,0.6411411411411412
279,2,NF-original,0.7042042042042042
280,2,NF-retrain,0.6921921921921922
281,2,NF-ours,0.6756756756756757
282,3,RI-original,0.6576576576576577
283,3,RI-retrain,0.6861861861861862
284,3,RI-ours,0.16816816816816818
285,3,NF-original,0.6816816816816816
286,3,NF-retrain,0.5465465465465466
287,3,NF-ours,0.45495495495495497
288,4,RI-original,0.6831831831831832
289,4,RI-retrain,0.6501501501501501
290,4,RI-ours,0.5015015015015015
291,4,NF-original,0.6786786786786787
292,4,NF-retrain,0.6666666666666666
293,4,NF-ours,0.25375375375375375
294,5,RI-original,0.44894894894894893
295,5,RI-retrain,0.6096096096096096
296,5,RI-ours,0.3708708708708709
297,5,NF-original,0.5645645645645646
298,5,NF-retrain,0.5525525525525525
299,5,NF-ours,0.33633633633633636
