,# edges,setting,Accuracy
214,1000,min-degree-U,0.8265682656826568
215,1200,min-degree-U,0.8265682656826568
216,1400,min-degree-U,0.8265682656826568
217,1600,min-degree-U,0.8210332103321033
218,1800,min-degree-U,0.8191881918819188
219,2000,min-degree-U,0.8173431734317343
220,200,saliency-R,0.8284132841328413
221,400,saliency-R,0.8247232472324724
222,600,saliency-R,0.8357933579335793
223,800,saliency-R,0.8505535055350554
224,1000,saliency-R,0.8302583025830258
225,1200,saliency-R,0.8376383763837638
226,1400,saliency-R,0.8265682656826568
227,1600,saliency-R,0.8376383763837638
228,1800,saliency-R,0.8339483394833949
229,2000,saliency-R,0.8339483394833949
230,200,saliency-U,0.8339483394833949
231,400,saliency-U,0.8339483394833949
232,600,saliency-U,0.8339483394833949
233,800,saliency-U,0.8339483394833949
234,1000,saliency-U,0.8339483394833949
235,1200,saliency-U,0.8339483394833949
236,1400,saliency-U,0.8339483394833949
237,1600,saliency-U,0.8339483394833949
238,1800,saliency-U,0.8339483394833949
239,2000,saliency-U,0.8339483394833949
240,200,random-R,0.8339483394833949
241,400,random-R,0.8265682656826568
242,600,random-R,0.8173431734317343
243,800,random-R,0.8191881918819188
244,1000,random-R,0.8118081180811808
245,1200,random-R,0.7952029520295203
246,1400,random-R,0.8136531365313653
247,1600,random-R,0.8191881918819188
248,1800,random-R,0.7767527675276753
249,2000,random-R,0.7933579335793358
250,200,random-U,0.8284132841328413
251,400,random-U,0.8321033210332104
252,600,random-U,0.8321033210332104
253,800,random-U,0.8321033210332104
254,1000,random-U,0.8302583025830258
255,1200,random-U,0.8265682656826568
256,1400,random-U,0.8210332103321033
257,1600,random-U,0.8173431734317343
258,1800,random-U,0.8154981549815498
259,2000,random-U,0.8118081180811808
260,200,max-degree-R,0.8191881918819188
261,400,max-degree-R,0.8265682656826568
262,600,max-degree-R,0.7970479704797048
263,800,max-degree-R,0.8210332103321033
264,1000,max-degree-R,0.8302583025830258
265,1200,max-degree-R,0.8265682656826568
266,1400,max-degree-R,0.8265682656826568
267,1600,max-degree-R,0.8044280442804428
268,1800,max-degree-R,0.7970479704797048
269,2000,max-degree-R,0.7970479704797048
270,200,max-degree-U,0.8302583025830258
271,400,max-degree-U,0.8247232472324724
272,600,max-degree-U,0.8191881918819188
273,800,max-degree-U,0.8173431734317343
274,1000,max-degree-U,0.8154981549815498
275,1200,max-degree-U,0.8154981549815498
276,1400,max-degree-U,0.8099630996309963
277,1600,max-degree-U,0.8062730627306273
278,1800,max-degree-U,0.8025830258302583
279,2000,max-degree-U,0.8025830258302583
280,200,min-degree-R,0.8247232472324724
281,400,min-degree-R,0.8191881918819188
282,600,min-degree-R,0.8007380073800738
283,800,min-degree-R,0.8007380073800738
284,1000,min-degree-R,0.7970479704797048
285,1200,min-degree-R,0.7841328413284133
286,1400,min-degree-R,0.7896678966789668
287,1600,min-degree-R,0.7841328413284133
288,1800,min-degree-R,0.7896678966789668
289,2000,min-degree-R,0.7453874538745388
290,200,min-degree-U,0.8284132841328413
291,400,min-degree-U,0.8265682656826568
292,600,min-degree-U,0.8228782287822878
293,800,min-degree-U,0.8247232472324724
294,1000,min-degree-U,0.8173431734317343
295,1200,min-degree-U,0.8173431734317343
296,1400,min-degree-U,0.8154981549815498
297,1600,min-degree-U,0.8118081180811808
298,1800,min-degree-U,0.8099630996309963
299,2000,min-degree-U,0.8099630996309963
300,200,saliency-R,0.8468634686346863
301,400,saliency-R,0.8468634686346863
302,600,saliency-R,0.8376383763837638
303,800,saliency-R,0.8376383763837638
304,1000,saliency-R,0.8376383763837638
305,1200,saliency-R,0.8413284132841329
306,1400,saliency-R,0.8394833948339483
307,1600,saliency-R,0.8394833948339483
308,1800,saliency-R,0.8302583025830258
309,2000,saliency-R,0.8321033210332104
310,200,saliency-U,0.8321033210332104
311,400,saliency-U,0.8321033210332104
312,600,saliency-U,0.8321033210332104
313,800,saliency-U,0.8321033210332104
314,1000,saliency-U,0.8321033210332104
315,1200,saliency-U,0.8321033210332104
316,1400,saliency-U,0.8321033210332104
317,1600,saliency-U,0.8321033210332104
318,1800,saliency-U,0.8321033210332104
319,2000,saliency-U,0.8321033210332104
320,200,random-R,0.8450184501845018
321,400,random-R,0.8357933579335793
322,600,random-R,0.8302583025830258
323,800,random-R,0.8357933579335793
324,1000,random-R,0.8247232472324724
325,1200,random-R,0.8154981549815498
326,1400,random-R,0.8062730627306273
327,1600,random-R,0.8081180811808119
328,1800,random-R,0.7859778597785978
329,2000,random-R,0.7859778597785978
330,200,random-U,0.8376383763837638
331,400,random-U,0.8321033210332104
332,600,random-U,0.8321033210332104
333,800,random-U,0.8265682656826568
334,1000,random-U,0.8265682656826568
335,1200,random-U,0.8247232472324724
336,1400,random-U,0.8284132841328413
337,1600,random-U,0.8265682656826568
338,1800,random-U,0.8210332103321033
339,2000,random-U,0.8173431734317343
340,200,max-degree-R,0.8394833948339483
341,400,max-degree-R,0.8265682656826568
342,600,max-degree-R,0.8154981549815498
343,800,max-degree-R,0.8265682656826568
344,1000,max-degree-R,0.8210332103321033
345,1200,max-degree-R,0.8081180811808119
346,1400,max-degree-R,0.8228782287822878
347,1600,max-degree-R,0.8099630996309963
348,1800,max-degree-R,0.8025830258302583
349,2000,max-degree-R,0.7841328413284133
350,200,max-degree-U,0.8321033210332104
351,400,max-degree-U,0.8265682656826568
352,600,max-degree-U,0.8228782287822878
353,800,max-degree-U,0.8247232472324724
354,1000,max-degree-U,0.8247232472324724
355,1200,max-degree-U,0.8247232472324724
356,1400,max-degree-U,0.8210332103321033
357,1600,max-degree-U,0.8173431734317343
358,1800,max-degree-U,0.8154981549815498
359,2000,max-degree-U,0.8081180811808119
360,200,min-degree-R,0.8191881918819188
361,400,min-degree-R,0.8228782287822878
362,600,min-degree-R,0.8007380073800738
363,800,min-degree-R,0.8025830258302583
364,1000,min-degree-R,0.7933579335793358
365,1200,min-degree-R,0.7952029520295203
366,1400,min-degree-R,0.7822878228782287
367,1600,min-degree-R,0.7878228782287823
368,1800,min-degree-R,0.7730627306273062
369,2000,min-degree-R,0.7564575645756457
370,200,min-degree-U,0.8321033210332104
371,400,min-degree-U,0.8339483394833949
372,600,min-degree-U,0.8284132841328413
373,800,min-degree-U,0.8302583025830258
374,1000,min-degree-U,0.8265682656826568
375,1200,min-degree-U,0.8265682656826568
376,1400,min-degree-U,0.8247232472324724
377,1600,min-degree-U,0.8191881918819188
378,1800,min-degree-U,0.8154981549815498
379,2000,min-degree-U,0.8136531365313653
380,200,saliency-R,0.8081180811808119
381,400,saliency-R,0.8302583025830258
382,600,saliency-R,0.8321033210332104
383,800,saliency-R,0.8339483394833949
384,1000,saliency-R,0.8321033210332104
385,1200,saliency-R,0.8228782287822878
386,1400,saliency-R,0.8357933579335793
387,1600,saliency-R,0.8376383763837638
388,1800,saliency-R,0.8468634686346863
389,2000,saliency-R,0.8450184501845018
390,200,saliency-U,0.8357933579335793
391,400,saliency-U,0.8357933579335793
392,600,saliency-U,0.8357933579335793
393,800,saliency-U,0.8357933579335793
394,1000,saliency-U,0.8357933579335793
395,1200,saliency-U,0.8357933579335793
396,1400,saliency-U,0.8357933579335793
397,1600,saliency-U,0.8357933579335793
398,1800,saliency-U,0.8357933579335793
399,2000,saliency-U,0.8357933579335793
400,200,random-R,0.8413284132841329
401,400,random-R,0.8247232472324724
402,600,random-R,0.8191881918819188
403,800,random-R,0.8247232472324724
404,1000,random-R,0.8210332103321033
405,1200,random-R,0.8081180811808119
406,1400,random-R,0.8173431734317343
407,1600,random-R,0.8081180811808119
408,1800,random-R,0.8025830258302583
409,2000,random-R,0.7933579335793358
410,200,random-U,0.8339483394833949
411,400,random-U,0.8302583025830258
412,600,random-U,0.8247232472324724
413,800,random-U,0.8210332103321033
414,1000,random-U,0.8210332103321033
415,1200,random-U,0.8191881918819188
416,1400,random-U,0.8154981549815498
417,1600,random-U,0.8154981549815498
418,1800,random-U,0.8118081180811808
419,2000,random-U,0.8099630996309963
420,200,max-degree-R,0.8339483394833949
421,400,max-degree-R,0.8191881918819188
422,600,max-degree-R,0.8154981549815498
423,800,max-degree-R,0.8044280442804428
424,1000,max-degree-R,0.8173431734317343
425,1200,max-degree-R,0.8191881918819188
426,1400,max-degree-R,0.8191881918819188
427,1600,max-degree-R,0.8044280442804428
428,1800,max-degree-R,0.7933579335793358
429,2000,max-degree-R,0.8025830258302583
430,200,max-degree-U,0.8357933579335793
431,400,max-degree-U,0.8302583025830258
432,600,max-degree-U,0.8265682656826568
433,800,max-degree-U,0.8265682656826568
434,1000,max-degree-U,0.8247232472324724
435,1200,max-degree-U,0.8210332103321033
436,1400,max-degree-U,0.8154981549815498
437,1600,max-degree-U,0.8118081180811808
438,1800,max-degree-U,0.8099630996309963
439,2000,max-degree-U,0.8025830258302583
440,200,min-degree-R,0.8191881918819188
441,400,min-degree-R,0.8118081180811808
442,600,min-degree-R,0.7952029520295203
443,800,min-degree-R,0.7859778597785978
444,1000,min-degree-R,0.7804428044280443
445,1200,min-degree-R,0.7785977859778598
446,1400,min-degree-R,0.7988929889298892
447,1600,min-degree-R,0.7878228782287823
448,1800,min-degree-R,0.7712177121771218
449,2000,min-degree-R,0.6697416974169742
450,200,min-degree-U,0.8302583025830258
451,400,min-degree-U,0.8339483394833949
452,600,min-degree-U,0.8302583025830258
453,800,min-degree-U,0.8339483394833949
454,1000,min-degree-U,0.8302583025830258
455,1200,min-degree-U,0.8265682656826568
456,1400,min-degree-U,0.8228782287822878
457,1600,min-degree-U,0.8210332103321033
458,1800,min-degree-U,0.8191881918819188
459,2000,min-degree-U,0.8173431734317343
460,200,saliency-R,0.8376383763837638
461,400,saliency-R,0.8339483394833949
462,600,saliency-R,0.8321033210332104
463,800,saliency-R,0.8487084870848709
464,1000,saliency-R,0.8265682656826568
465,1200,saliency-R,0.8394833948339483
466,1400,saliency-R,0.8413284132841329
467,1600,saliency-R,0.8376383763837638
468,1800,saliency-R,0.8487084870848709
469,2000,saliency-R,0.8376383763837638
470,200,saliency-U,0.8376383763837638
471,400,saliency-U,0.8376383763837638
472,600,saliency-U,0.8376383763837638
473,800,saliency-U,0.8376383763837638
474,1000,saliency-U,0.8376383763837638
475,1200,saliency-U,0.8376383763837638
476,1400,saliency-U,0.8376383763837638
477,1600,saliency-U,0.8376383763837638
478,1800,saliency-U,0.8376383763837638
479,2000,saliency-U,0.8376383763837638
480,200,random-R,0.8191881918819188
481,400,random-R,0.8302583025830258
482,600,random-R,0.8136531365313653
483,800,random-R,0.8118081180811808
484,1000,random-R,0.8025830258302583
485,1200,random-R,0.8118081180811808
486,1400,random-R,0.8118081180811808
487,1600,random-R,0.7915129151291513
488,1800,random-R,0.7933579335793358
489,2000,random-R,0.7878228782287823
490,200,random-U,0.8394833948339483
491,400,random-U,0.8394833948339483
492,600,random-U,0.8321033210332104
493,800,random-U,0.8302583025830258
494,1000,random-U,0.8302583025830258
495,1200,random-U,0.8265682656826568
496,1400,random-U,0.8247232472324724
497,1600,random-U,0.8173431734317343
498,1800,random-U,0.8173431734317343
499,2000,random-U,0.8154981549815498
500,200,max-degree-R,0.8302583025830258
501,400,max-degree-R,0.8394833948339483
502,600,max-degree-R,0.8247232472324724
503,800,max-degree-R,0.8321033210332104
504,1000,max-degree-R,0.8265682656826568
505,1200,max-degree-R,0.8247232472324724
506,1400,max-degree-R,0.8191881918819188
507,1600,max-degree-R,0.8118081180811808
508,1800,max-degree-R,0.7988929889298892
509,2000,max-degree-R,0.7952029520295203
510,200,max-degree-U,0.8413284132841329
511,400,max-degree-U,0.8339483394833949
512,600,max-degree-U,0.8339483394833949
513,800,max-degree-U,0.8357933579335793
514,1000,max-degree-U,0.8357933579335793
515,1200,max-degree-U,0.8284132841328413
516,1400,max-degree-U,0.8228782287822878
517,1600,max-degree-U,0.8210332103321033
518,1800,max-degree-U,0.8173431734317343
519,2000,max-degree-U,0.8136531365313653
520,200,min-degree-R,0.8191881918819188
521,400,min-degree-R,0.8044280442804428
522,600,min-degree-R,0.7988929889298892
523,800,min-degree-R,0.8118081180811808
524,1000,min-degree-R,0.7878228782287823
525,1200,min-degree-R,0.7785977859778598
526,1400,min-degree-R,0.7859778597785978
527,1600,min-degree-R,0.7804428044280443
528,1800,min-degree-R,0.7804428044280443
529,2000,min-degree-R,0.7546125461254612
530,200,min-degree-U,0.8394833948339483
531,400,min-degree-U,0.8394833948339483
532,600,min-degree-U,0.8357933579335793
533,800,min-degree-U,0.8376383763837638
534,1000,min-degree-U,0.8321033210332104
535,1200,min-degree-U,0.8321033210332104
536,1400,min-degree-U,0.8321033210332104
537,1600,min-degree-U,0.8265682656826568
538,1800,min-degree-U,0.8228782287822878
539,2000,min-degree-U,0.8210332103321033
540,200,saliency-R,0.8394833948339483
541,400,saliency-R,0.8376383763837638
542,600,saliency-R,0.8339483394833949
543,800,saliency-R,0.8357933579335793
544,1000,saliency-R,0.8284132841328413
545,1200,saliency-R,0.8505535055350554
546,1400,saliency-R,0.8339483394833949
547,1600,saliency-R,0.8339483394833949
548,1800,saliency-R,0.8431734317343174
549,2000,saliency-R,0.8431734317343174
550,200,saliency-U,0.8431734317343174
551,400,saliency-U,0.8431734317343174
552,600,saliency-U,0.8431734317343174
553,800,saliency-U,0.8431734317343174
554,1000,saliency-U,0.8431734317343174
555,1200,saliency-U,0.8431734317343174
556,1400,saliency-U,0.8431734317343174
557,1600,saliency-U,0.8431734317343174
558,1800,saliency-U,0.8431734317343174
559,2000,saliency-U,0.8431734317343174
560,200,random-R,0.8376383763837638
561,400,random-R,0.8523985239852399
562,600,random-R,0.8284132841328413
563,800,random-R,0.8265682656826568
564,1000,random-R,0.8265682656826568
565,1200,random-R,0.8247232472324724
566,1400,random-R,0.8210332103321033
567,1600,random-R,0.7767527675276753
568,1800,random-R,0.8007380073800738
569,2000,random-R,0.8025830258302583
570,200,random-U,0.8339483394833949
571,400,random-U,0.8321033210332104
572,600,random-U,0.8284132841328413
573,800,random-U,0.8265682656826568
574,1000,random-U,0.8284132841328413
575,1200,random-U,0.8302583025830258
576,1400,random-U,0.8302583025830258
577,1600,random-U,0.8284132841328413
578,1800,random-U,0.8247232472324724
579,2000,random-U,0.8228782287822878
580,200,max-degree-R,0.8357933579335793
581,400,max-degree-R,0.8302583025830258
582,600,max-degree-R,0.8247232472324724
583,800,max-degree-R,0.8284132841328413
584,1000,max-degree-R,0.8302583025830258
585,1200,max-degree-R,0.8081180811808119
586,1400,max-degree-R,0.7952029520295203
587,1600,max-degree-R,0.8025830258302583
588,1800,max-degree-R,0.8099630996309963
589,2000,max-degree-R,0.7822878228782287
590,200,max-degree-U,0.8302583025830258
591,400,max-degree-U,0.8247232472324724
592,600,max-degree-U,0.8228782287822878
593,800,max-degree-U,0.8191881918819188
594,1000,max-degree-U,0.8173431734317343
595,1200,max-degree-U,0.8154981549815498
596,1400,max-degree-U,0.8118081180811808
597,1600,max-degree-U,0.8136531365313653
598,1800,max-degree-U,0.8118081180811808
599,2000,max-degree-U,0.8081180811808119
600,200,min-degree-R,0.8191881918819188
601,400,min-degree-R,0.8099630996309963
602,600,min-degree-R,0.8044280442804428
603,800,min-degree-R,0.7970479704797048
604,1000,min-degree-R,0.7841328413284133
605,1200,min-degree-R,0.7527675276752768
606,1400,min-degree-R,0.7933579335793358
607,1600,min-degree-R,0.7785977859778598
608,1800,min-degree-R,0.7767527675276753
609,2000,min-degree-R,0.7084870848708487
610,200,min-degree-U,0.8302583025830258
611,400,min-degree-U,0.8321033210332104
612,600,min-degree-U,0.8247232472324724
613,800,min-degree-U,0.8284132841328413
614,1000,min-degree-U,0.8247232472324724
615,1200,min-degree-U,0.8228782287822878
616,1400,min-degree-U,0.8228782287822878
617,1600,min-degree-U,0.8191881918819188
618,1800,min-degree-U,0.8191881918819188
619,2000,min-degree-U,0.8173431734317343
620,200,saliency-R,0.8468634686346863
621,400,saliency-R,0.8542435424354243
622,600,saliency-R,0.8302583025830258
623,800,saliency-R,0.8321033210332104
624,1000,saliency-R,0.8431734317343174
625,1200,saliency-R,0.8357933579335793
626,1400,saliency-R,0.8376383763837638
627,1600,saliency-R,0.8450184501845018
628,1800,saliency-R,0.8487084870848709
629,2000,saliency-R,0.8339483394833949
630,200,saliency-U,0.8339483394833949
631,400,saliency-U,0.8339483394833949
632,600,saliency-U,0.8339483394833949
633,800,saliency-U,0.8339483394833949
634,1000,saliency-U,0.8339483394833949
635,1200,saliency-U,0.8339483394833949
636,1400,saliency-U,0.8339483394833949
637,1600,saliency-U,0.8339483394833949
638,1800,saliency-U,0.8339483394833949
639,2000,saliency-U,0.8339483394833949
640,200,random-R,0.8265682656826568
641,400,random-R,0.8136531365313653
642,600,random-R,0.7988929889298892
643,800,random-R,0.8081180811808119
644,1000,random-R,0.8044280442804428
645,1200,random-R,0.8081180811808119
646,1400,random-R,0.8044280442804428
647,1600,random-R,0.8228782287822878
648,1800,random-R,0.7785977859778598
649,2000,random-R,0.7933579335793358
650,200,random-U,0.8302583025830258
651,400,random-U,0.8302583025830258
652,600,random-U,0.8247232472324724
653,800,random-U,0.8210332103321033
654,1000,random-U,0.8247232472324724
655,1200,random-U,0.8247232472324724
656,1400,random-U,0.8265682656826568
657,1600,random-U,0.8265682656826568
658,1800,random-U,0.8247232472324724
659,2000,random-U,0.8228782287822878
660,200,max-degree-R,0.8302583025830258
661,400,max-degree-R,0.8228782287822878
662,600,max-degree-R,0.8228782287822878
663,800,max-degree-R,0.8154981549815498
664,1000,max-degree-R,0.8210332103321033
665,1200,max-degree-R,0.8265682656826568
666,1400,max-degree-R,0.8173431734317343
667,1600,max-degree-R,0.8062730627306273
668,1800,max-degree-R,0.7859778597785978
669,2000,max-degree-R,0.7804428044280443
670,200,max-degree-U,0.8339483394833949
671,400,max-degree-U,0.8284132841328413
672,600,max-degree-U,0.8265682656826568
673,800,max-degree-U,0.8302583025830258
674,1000,max-degree-U,0.8284132841328413
675,1200,max-degree-U,0.8284132841328413
676,1400,max-degree-U,0.8247232472324724
677,1600,max-degree-U,0.8247232472324724
678,1800,max-degree-U,0.8247232472324724
679,2000,max-degree-U,0.8173431734317343
680,200,min-degree-R,0.8173431734317343
681,400,min-degree-R,0.8136531365313653
682,600,min-degree-R,0.8044280442804428
683,800,min-degree-R,0.7896678966789668
684,1000,min-degree-R,0.7896678966789668
685,1200,min-degree-R,0.7915129151291513
686,1400,min-degree-R,0.7804428044280443
687,1600,min-degree-R,0.7712177121771218
688,1800,min-degree-R,0.7638376383763837
689,2000,min-degree-R,0.7583025830258303
690,200,min-degree-U,0.8321033210332104
691,400,min-degree-U,0.8339483394833949
692,600,min-degree-U,0.8284132841328413
693,800,min-degree-U,0.8302583025830258
694,1000,min-degree-U,0.8265682656826568
695,1200,min-degree-U,0.8284132841328413
696,1400,min-degree-U,0.8265682656826568
697,1600,min-degree-U,0.8228782287822878
698,1800,min-degree-U,0.8228782287822878
699,2000,min-degree-U,0.8210332103321033
700,200,saliency-R,0.8394833948339483
701,400,saliency-R,0.8376383763837638
702,600,saliency-R,0.8339483394833949
703,800,saliency-R,0.8413284132841329
704,1000,saliency-R,0.8357933579335793
705,1200,saliency-R,0.8376383763837638
706,1400,saliency-R,0.8284132841328413
707,1600,saliency-R,0.8394833948339483
708,1800,saliency-R,0.8394833948339483
709,2000,saliency-R,0.8357933579335793
710,200,saliency-U,0.8357933579335793
711,400,saliency-U,0.8357933579335793
