,# Layer,Setting,Accuracy
90,4,RI-original,0.5977859778597786
91,4,RI-retrain,0.5018450184501845
92,4,RI-ours,0.32656826568265684
93,4,NF-original,0.7527675276752768
94,4,NF-retrain,0.7177121771217713
95,4,NF-ours,0.35424354243542433
96,1,RI-original,0.7988929889298892
97,1,RI-retrain,0.8062730627306273
98,1,RI-ours,0.6642066420664207
99,1,NF-original,0.8173431734317343
100,1,NF-retrain,0.7970479704797048
101,1,NF-ours,0.6678966789667896
102,2,RI-original,0.8302583025830258
103,2,RI-retrain,0.7896678966789668
104,2,RI-ours,0.7509225092250923
105,2,NF-original,0.6992619926199262
106,2,NF-retrain,0.7841328413284133
107,2,NF-ours,0.6697416974169742
108,3,RI-original,0.6937269372693727
109,3,RI-retrain,0.7564575645756457
110,3,RI-ours,0.39114391143911437
111,3,NF-original,0.5166051660516605
112,3,NF-retrain,0.4354243542435424
113,3,NF-ours,0.4797047970479705
114,4,RI-original,0.5018450184501845
115,4,RI-retrain,0.6826568265682657
116,4,RI-ours,0.4797047970479705
117,4,NF-original,0.5424354243542435
118,4,NF-retrain,0.7638376383763837
119,4,NF-ours,0.3948339483394834
120,1,RI-original,0.8081180811808119
121,1,RI-retrain,0.8376383763837638
122,1,RI-ours,0.7583025830258303
123,1,NF-original,0.7822878228782287
124,1,NF-retrain,0.8394833948339483
125,1,NF-ours,0.5940959409594095
126,2,RI-original,0.7749077490774908
127,2,RI-retrain,0.7619926199261993
128,2,RI-ours,0.5867158671586716
129,2,NF-original,0.6660516605166051
130,2,NF-retrain,0.7361623616236163
131,2,NF-ours,0.6291512915129152
132,3,RI-original,0.7250922509225092
133,3,RI-retrain,0.7066420664206642
134,3,RI-ours,0.5756457564575646
135,3,NF-original,0.7656826568265682
136,3,NF-retrain,0.6180811808118081
137,3,NF-ours,0.4317343173431734
138,4,RI-original,0.7490774907749077
139,4,RI-retrain,0.7343173431734318
140,4,RI-ours,0.43726937269372695
141,4,NF-original,0.7841328413284133
142,4,NF-retrain,0.7804428044280443
143,4,NF-ours,0.3376383763837638
144,1,RI-original,0.8247232472324724
145,1,RI-retrain,0.8099630996309963
146,1,RI-ours,0.7730627306273062
147,1,NF-original,0.8302583025830258
148,1,NF-retrain,0.8284132841328413
149,1,NF-ours,0.7416974169741697
150,2,RI-original,0.7564575645756457
151,2,RI-retrain,0.7601476014760148
152,2,RI-ours,0.518450184501845
153,2,NF-original,0.8044280442804428
154,2,NF-retrain,0.7380073800738007
155,2,NF-ours,0.6568265682656826
156,3,RI-original,0.503690036900369
157,3,RI-retrain,0.7029520295202952
158,3,RI-ours,0.24354243542435425
159,3,NF-original,0.45571955719557194
160,3,NF-retrain,0.6771217712177122
161,3,NF-ours,0.43911439114391143
162,4,RI-original,0.7195571955719557
163,4,RI-retrain,0.7343173431734318
164,4,RI-ours,0.4059040590405904
165,4,NF-original,0.7066420664206642
166,4,NF-retrain,0.7324723247232472
167,4,NF-ours,0.3118081180811808
168,1,RI-original,0.8136531365313653
169,1,RI-retrain,0.8284132841328413
170,1,RI-ours,0.6881918819188192
171,1,NF-original,0.8025830258302583
172,1,NF-retrain,0.7232472324723247
173,1,NF-ours,0.6789667896678967
174,2,RI-original,0.470479704797048
175,2,RI-retrain,0.7656826568265682
176,2,RI-ours,0.45387453874538747
177,2,NF-original,0.8173431734317343
178,2,NF-retrain,0.7730627306273062
179,2,NF-ours,0.6808118081180812
180,3,RI-original,0.7324723247232472
181,3,RI-retrain,0.48523985239852396
182,3,RI-ours,0.13468634686346864
183,3,NF-original,0.7435424354243543
184,3,NF-retrain,0.7250922509225092
185,3,NF-ours,0.47601476014760147
186,4,RI-original,0.6568265682656826
187,4,RI-retrain,0.7324723247232472
188,4,RI-ours,0.43911439114391143
189,4,NF-original,0.5461254612546126
190,4,NF-retrain,0.5055350553505535
191,4,NF-ours,0.32656826568265684
192,1,RI-original,0.8321033210332104
193,1,RI-retrain,0.6734317343173432
194,1,RI-ours,0.7214022140221402
195,1,NF-original,0.8339483394833949
196,1,NF-retrain,0.7915129151291513
197,1,NF-ours,0.7214022140221402
198,2,RI-original,0.7804428044280443
199,2,RI-retrain,0.7619926199261993
200,2,RI-ours,0.6014760147601476
201,2,NF-original,0.7822878228782287
202,2,NF-retrain,0.8136531365313653
203,2,NF-ours,0.6402214022140221
204,3,RI-original,0.7767527675276753
205,3,RI-retrain,0.7546125461254612
206,3,RI-ours,0.11439114391143912
207,3,NF-original,0.6992619926199262
208,3,NF-retrain,0.7306273062730627
209,3,NF-ours,0.44095940959409596
210,4,RI-original,0.7232472324723247
211,4,RI-retrain,0.7564575645756457
212,4,RI-ours,0.36531365313653136
213,4,NF-original,0.7638376383763837
214,4,NF-retrain,0.42066420664206644
215,4,NF-ours,0.24723247232472326
216,1,RI-original,0.7988929889298892
217,1,RI-retrain,0.7952029520295203
218,1,RI-ours,0.6014760147601476
219,1,NF-original,0.8431734317343174
220,1,NF-retrain,0.7490774907749077
221,1,NF-ours,0.6900369003690037
222,2,RI-original,0.7933579335793358
223,2,RI-retrain,0.8081180811808119
224,2,RI-ours,0.7398523985239852
225,2,NF-original,0.6974169741697417
226,2,NF-retrain,0.7656826568265682
227,2,NF-ours,0.5885608856088561
228,3,RI-original,0.6771217712177122
229,3,RI-retrain,0.5276752767527675
230,3,RI-ours,0.18081180811808117
231,3,NF-original,0.7287822878228782
232,3,NF-retrain,0.503690036900369
233,3,NF-ours,0.5424354243542435
234,4,RI-original,0.44280442804428044
235,4,RI-retrain,0.7177121771217713
236,4,RI-ours,0.22509225092250923
237,4,NF-original,0.5885608856088561
238,4,NF-retrain,0.6845018450184502
239,4,NF-ours,0.34317343173431736
